PERMIT NUMBER,OWNER NAME,OPERATING NAME,STREET,CITY,STATE,ZIP,COUNTY
TX-W-114,"SPRING CREEK ENTERPRISES, INC.",SPRING CREEK VINEYARDS,"RR2, BOX 139",FREDERICKSBURG,TX,78624,GILLESPIE
TX-W-121,"ALAMOSA WINE CELLARS, INC.",ALAMOSA WINE CELLARS,677 COUNTY ROAD 430,BEND,TX,76824,SAN SABA
TX-W-122,"SPECIALTY BLENDS, INC.",SPECIALTY BLENDS,141 DOS LAGOS,DRIPPING SPRINGS,TX,78620,HAYS
TX-W-123,"HAAK VINEYARDS & WINERY, INC.",,6310 AVENUE T,SANTA FE,TX,77510,GALVESTON
TX-W-125,"BRUNO & GEORGE WINES, INC.",,400 MASENNA RD,SOUR LAKE,TX,77659,HARDIN
TX-W-134,"FAWN CREST VINEYARD, INC.",FAWN CREST,1370 WESTSIDE CIR,CANYON LAKE,TX,78133,COMAL
TX-W-139,"LIGHTCATCHER, INC.",LIGHTCATCHER WINERY,6925 CONFEDERATE PARK RD,FORT WORTH,TX,76135,TARRANT
TX-W-142,JOHN MICHAEL WALES,WALES MANOR,4488 COUNTY ROAD 408,MCKINNEY,TX,75071,COLLIN
TX-W-144,TODDY INC.,TODDY BLENDS,20120 FRANZ RD,KATY,TX,77449,HARRIS
TX-W-145,LAWRENCE TIBERIA,GOURD DOG WINERY,1919 ALLEN CT,GRANBURY,TX,76048,HOOD
TX-W-148,"NELSHEIMER DEVELOPMENTS, INC.",SU VINO WINERY,120 S MAIN ST SUITE 40,GRAPEVINE,TX,76051,TARRANT
TX-W-150,"JUNIPER VALLEY, L.P.",JUNIPER VALLEY,9515 FM 1863,SAN ANTONIO,TX,78266,COMAL
TX-W-15000,"LA BELLA VIDA, INC.",LA DIOSA CELLARS,901 17TH ST,LUBBOCK,TX,79401,LUBBOCK
TX-W-15001,FIRST TEXAS OLIVE OIL COMPANY,THE BELLA VISTA RANCH,3101 MOUNT SHARP RD,WIMBERLEY,TX,78676,HAYS
TX-W-15005,VICTOR FRANK POULOS,ZIN VALLE VINEYARDS,7315 HIGHWAY 28,CANUTILLO,TX,79835,EL PASO
TX-W-15007,"SUNSET WINERY, L.L.C.",,1535 S BURLESON BLVD,BURLESON,TX,76028,JOHNSON
TX-W-15010,CARMELA WINERY LLC,CARMELA WINERY,6713 FM 902 STE 4,GAINESVILLE,TX,76240,COOKE
TX-W-15013,"WINE TRANSFORMATION, LLC",GRAPE VINE SPRINGS WINERY,409 S MAIN ST,GRAPEVINE,TX,76051,TARRANT
TX-W-15018,"TEAM VINO, LLC",D'VINE WINE OF GRANBURY,107 E BRIDGE ST,GRANBURY,TX,76048,HOOD
TX-W-15022,"MESA VINEYARDS, L.P.",MESA VINEYARDS,5640 E I H 10,FORT STOCKTON,TX,79735,PECOS
TX-W-15024,"TIMES TEN CELLARS, L.P., TIMES TEN MANAGEMENT, LLC, GP",TIMES TEN CELLARS,6324 PROSPECT AVE,DALLAS,TX,75214,DALLAS
TX-W-15027,MICHAEL W & VICKI D OUBRE,RISING STAR WINERY,110 N MAIN ST,SALADO,TX,76571,BELL
TX-W-15029,"SSCO, INC.",TEXOMA WINERY,9 JUDGE CARR RD,WHITEWRIGHT,TX,75491,GRAYSON
TX-W-15031,TORE ULF WESTBLOM,TEHUACANA CREEK VINEYARDS AND WINERY,6826 E HIGHWAY 6,WACO,TX,76705,MCLENNAN
TX-W-15033,SALADO WINERY COMPANY,SALADO WINE SELLER,841 N MAIN ST,SALADO,TX,76571,BELL
TX-W-15035,ARDANG L.L.C,STONE HOUSE VINEYARD,24350 HAYNIE FLAT RD,SPICEWOOD,TX,78669,TRAVIS
TX-W-15037,"DUCHMAN, LTD.",DUCHMAN FAMILY WINERY,13308 FM 150W,DRIFTWOOD,TX,78619,HAYS
TX-W-15038,"RED CABOOSE, LLC",RED CABOOSE WINERY AND VINEYARDS,1147 COUNTY RD 1110,MERIDIAN,TX,76665,BOSQUE
TX-W-15040,"FIRST MIRACLE, INC.",LANDON WINERY,101 N KENTUCKY ST,MCKINNEY,TX,75069,COLLIN
TX-W-15042,EMMETT AND BEATRICE SCHULZE,ROSEMARY'S VINEYARD & WINERY,5521 S H 71,LA GRANGE,TX,78945,FAYETTE
TX-W-15043,"INWOOD ESTATES VINEYARDS, INCORPORATED",INWOOD ESTATES,1350 MANUFACTURING SUITE 209,DALLAS,TX,75207,DALLAS
TX-W-15044,"DORITY, INC.",PARIS VINEYARDS,545 CR 43500,PARIS,TX,75462,LAMAR
TX-W-15047,"WOODROSE WINERY, INC.",WOODROSE WINERY,662 WOODROSE LN,STONEWALL,TX,78671,GILLESPIE
TX-W-15050,"GCV ENTERPRISES, LLC",GRAPE CREEK VINEYARD,10587 E US HIGHWAY,FREDERICKSBURG,TX,78624,GILLESPIE
TX-W-15054,"LONE OAK WINERY, INC.",LONE OAK WINERY,8101 COUNTY ROAD 802,BURLESON,TX,76028,JOHNSON
TX-W-15055,"SWEET DREAMS WINERY, L.L.C.",SWEET DREAMS WINERY,2549 ACR 441,PALESTINE,TX,75803,ANDERSON
TX-W-15058,TARA VINEYARD & WINERY LLC,,8603 COUNTY ROAD 3914,ATHENS,TX,75752,HENDERSON
TX-W-15059,"COLLIN OAKS WINERY, L.L.C.",COLLIN OAKS WINERY,218 TRAILS END,LAVERNIA,TX,78121,WILSON
TX-W-15062,"BBR IMPORTS, INC.",FRENCH COUNTRY WINES,2433 BARTLETT ST,HOUSTON,TX,77098,HARRIS
TX-W-15063,"LEGACY VINEYARD, INC.",TEXAS LEGATO,2935 FM 1478,LAMPASAS,TX,76550,LAMPASAS
TX-W-15066,"PERISSOS WINE GROUP, L.L.C.",PERISSOS WINE GROUP,7214 PARK RD 4 WEST,BURNET,TX,78611,BURNET
TX-W-15070,"STAR CANYON WINERY, L.L.C.",STAR CANYON WINERY,2601 N STANTON,EL PASO,TX,79902,EL PASO
TX-W-15073,EDGAR OWEN PICKETT AND FLORENCE NOWLIN PICKETT,SAVANNAH WINERY AND BISTRO,574 E DALLAS ST,CANTON,TX,75103,VAN ZANDT
TX-W-15075,MERRILL D. GROVE,RED ROAD VINEYARD AND WINERY,105 W FRONT ST,NAPLES,TX,75568,MORRIS
TX-W-15078,"SANTAMARIA CELLAR'S, INC.",,12044 HIGHWAY 16,FREDERICKSBURG,TX,78624,GILLESPIE
TX-W-15084,"DORITY, INC.",PARIS VINEYARDS WINERY,17 NE 2ND ST,PARIS,TX,75460,LAMAR
TX-W-15085,"COCKTAIL WINE, INC.",COCKTAIL WINE,2707 REALTY #108,CARROLLTON,TX,75006,DALLAS
TX-W-15087,"OAK CREEK CELLARS, INC.",ARCHE`,228 WAGNER RD,SAINT JO,TX,76265,MONTAGUE
TX-W-15088,STEPHEN P. KIRKPATRICK & VICTORIA C. SHARPE,LONE HEN WINERY,12455 HOPES CREEK RD,COLLEGE STATION,TX,77845,BRAZOS
TX-W-15089,"GEORGETOWN WINERY, L.L.C.",GEORGETOWN WINERY,715 MAIN ST,GEORGETOWN,TX,78626,WILLIAMSON
TX-W-15091,ENOCH'S STOMP VINEYARD AND WINERY L.L.C.,WALKERS MILL,870 FERGUSON RD,HARLETON,TX,75651,HARRISON
TX-W-15094,SEIFERT CELLARS LLC,,15051 LAKE IVEY DR,MILLERSVIEW,TX,76862,CONCHO
TX-W-15095,"MCPHERSON CELLARS, INC.",MCPHERSON CELLARS,1615 TEXAS AVE,LUBBOCK,TX,79401,LUBBOCK
TX-W-15096,"FARINA'S WINERY, LTD.",FARINA'S WINERY,420 S MAIN ST,GRAPEVINE,TX,76051,TARRANT
TX-W-15097,"COTTON CREEK WINERY OF BEAUMONT, TEXAS, LLC",COTTON CREEK WINERY,6755 PHELAN BLVD STE 10,BEAUMONT,TX,77706,JEFFERSON
TX-W-15098,JERRY DELL COLLINS,DIXIE WINE COMPANY,47549 US HWY 69,BULLARD,TX,75757,SMITH
TX-W-15099,"THE SHORES OF FAIRHAVEN, INC.",RED 55 WINERY,55 MIRANDA LAMBERT WAY,LINDALE,TX,75771,SMITH
TX-W-151,"LA CRUZ DE COMAL WINES, LTD.",,7405 FM 2722,STARTZVILLE,TX,78133,COMAL
TX-W-15100,"TREMAR GROVE, LLC",SIX SHOOTER CELLARS,6264 E US HIGHWAY 290,FREDERICKSBG,TX,78624,GILLESPIE
TX-W-15101,"AUSTIN CUSTOM WINERY, LLC",AUSTIN CUSTOM WINERY,5207 BRODIE LN SUITE 130,SUNSET VALLEY,TX,78745,TRAVIS
TX-W-15105,"LONE STAR KEMAH VENTURES, L.P., BACCUS CAPITAL MANAGEMENT, L.L.C.",D'VINE WINE OF KEMAH,709 HARRIS AVE,KEMAH,TX,77565,GALVESTON
TX-W-15106,DAVID A. YEPEZ,YEPEZ VINEYARD,12739 FM 2354 RD,BAYTOWN,TX,77520,HARRIS
TX-W-15113,"GRAPE EXPECTATIONS, LLC",WATER 2 WINE TX-5,2000 SOUTH INTERSTATE SUITE H1-2,ROUND ROCK,TX,78681,WILLIAMSON
TX-W-15115,"R.L. WINTERS AND COMPANIES, LLC",FAIRHAVEN VINEYARDS,5340 S FM 2869,HAWKINS,TX,75765,WOOD
TX-W-15117,AMBASSADOR CELLAR LLC,CALAIS WINERY,8115 W. US 290,HYE,TX,78635,BLANCO
TX-W-15118,"PEDERNALES CELLARS, LLC",PEDERNALES CELLARS,2916 UPPER ALBERT RD,STONEWALL,TX,78671,GILLESPIE
TX-W-15119,"GJLD, LLC",WATER 2 WINE TX-6,4036 S LAMAR SUITE 100,AUSTIN,TX,78704,TRAVIS
TX-W-15120,KESTREL CREEK LLC,RANCH PONTE VINEYARD,315 RANCH RD 1376,FREDERICKSBURG,TX,78624,GILLESPIE
TX-W-15125,"FIRST MIRACLE, INC.",LANDON WINERY,3885 N FM 273,IVANHOE,TX,75447,FANNIN
TX-W-15126,LENOIR-SAGE VINEYARDS INCORPORATED,LENOIR-SAGE VINEYARDS,2277 HAYDEN HALL RD,BELLS,TX,75414,GRAYSON
TX-W-15129,SMJA LLC,KERRVILLE HILLS WINERY,3600 FREDERICKSBURG RD,KERRVILLE,TX,78028,KERR
TX-W-15133,"BRENNAN VINEYARDS, L.L.C.",BRENNAN VINEYARDS,1615 TEXAS AVE,LUBBOCK,TX,79401,LUBBOCK
TX-W-15136,"BURKE TEXGALS, LLC",WATER 2 WINE TX-1,16630 SAN PEDRO,SAN ANTONIO,TX,78232,BEXAR
TX-W-15145,"PROVIDENTIAL WINE, LLC",WORLD WINE DISCOVERIES,211 COUNTY ROAD 424,TAYLOR,TX,76574,WILLIAMSON
TX-W-15146,MICHAEL W & VICKI D OUBRE,RISING STAR VINEYARDS,301 E HIGHWAY 190,RICHLAND SPRINGS,TX,76871,SAN SABA
TX-W-15147,"DRIPPING SPRINGS VINEYARD, INC.",SOLARO ESTATE,13111 SILVER CREEK RD,DRIPPING SPRINGS,TX,78620,HAYS
TX-W-15149,"VINTNERS OWN, INC.",VINTNERS OWN,3482 W 12TH ST A,HOUSTON,TX,77008,HARRIS
TX-W-15150,"CERTENBERG VINEYARDS, INC.",WINES OF DOTSON CERVANTES,1820 COUNTY RD 222,TOW,TX,78672,LLANO
TX-W-15151,"RETREAT HILL WINE & FOOD COMPANY, LLC",RETREAT HILL WINERY & VINEYARD,15551 FM 362 RD,NAVASOTA,TX,77868,GRIMES
TX-W-15155,COOPER VINEYARD & WINERY COMPANY,,5272 COUNTY RD 126,CELINA,TX,75009,COLLIN
TX-W-15158,"DESIGNER WATER USA, LLC",3 DREAMS WINE,827 AVENUE H SUITE 210,ARLINGTON,TX,76011,TARRANT
TX-W-15159,WINDY WINERY CORPORATION,WINDY WINERY,4232 CLOVER RD,BRENHAM,TX,77833,WASHINGTON
TX-W-15160,"ENCHANTED MANOR WINERY, INC.",ENCHANTED MANOR,21778 FM 1774,TODD MISSION,TX,77363,GRIMES
TX-W-15161,BLANCHE HANDY-SPARKS,HANDY FARMS,10815 FARM ROAD 115,SCROGGINS,TX,75480,FRANKLIN
TX-W-15163,"ZEUS AMALGAMATED LTD., S & G MORGAN ENTERPRISES, L.L.C., GP",SADDLEHORN WINERY,958 FM 1948,BURTON,TX,77835,WASHINGTON
TX-W-15164,LOVE'S WINES LLC,TEXAS STAR WINERY,10587 OLD CHAPPELL HILL ROAD,CHAPPELL HILL,TX,77426,WASHINGTON
TX-W-15165,"BENDING BRANCH ESTATE VINEYARD, LLC",,142 LINDNER BRANCH TRL,COMFORT,TX,78013,KENDALL
TX-W-15168,TEXAS SOUTHWIND VINEYARD AND WINERY LLC,TEXAS SOUTH WIND VINEYARD AND WINERY,16375 HIGHWAY 183,REFUGIO,TX,78377,REFUGIO
TX-W-15169,"CASTLE OAKS VINEYARD AND WINERY, INC.",,10367 CR 3909,ATHENS,TX,75752,HENDERSON
TX-W-15170,MICHAEL RAMSEY AND LINDA RAMSEY,TEXAS ROADS WINERY,1455 N TRADE DAYS BLVD,CANTON,TX,75103,VAN ZANDT
TX-W-15173,"ROHAN MEADERY, LLC",ROHAN MEADERY,6002 FM 2981,LA GRANGE,TX,78945,FAYETTE
TX-W-15174,"CAUDALIE CREST, LLC",CAUDALIE CREST,2045 WESTON RD,CELINA,TX,75009,COLLIN
TX-W-15176,"BECKER ICONOCLAST, INC.",BECKER ICONOCLAST,307 E MAIN ST,FREDERICKSBG,TX,78624,GILLESPIE
TX-W-15178,"THE NICE WINERY, L.L.C.",,1220 LUMPKIN RD,HOUSTON,TX,77043,
TX-W-15179,"MORLO, INC",D'VINE WINE OF AMARILLO,2600 WOLFLIN VILLAGE,AMARILLO,TX,79109,RANDALL
TX-W-15181,"SECOND MIRACLE, L.L.C.","LANDON WINERY, GREENVILLE",2400 JOHNSON ST,GREENVILLE,TX,75401,HUNT
TX-W-15182,"SONOMA-CONCHO, LLC",,2401 REECE RD,SAN ANGELO,TX,76904,TOM GREEN
TX-W-15183,BAR X ENTERPRISES LLC,HELOTES CREEK WINERY,14391 OLD BANDERA RD UNIT 2,HELOTES,TX,78023,BEXAR
TX-W-15184,"DRIFTWOOD ESTATE WINERY, L.L.C.",DRIFTWOOD ESTATE WINERY,4001 ELDER HILL RD,DRIFTWOOD,TX,78619,HAYS
TX-W-15186,"THE JRZ LIMITED PARTNERSHIP, JUAN RAUL ZAPATA, GP",BLACK TULIP WINERY,14993 HIGHWAY 135 SOUTH,OVERTON,TX,75684,RUSK
TX-W-15188,ALORO ENTERPRISES LLC,THE BOERNE WINE COMPANY,302 S MAIN ST,BOERNE,TX,78006,KENDALL
TX-W-15189,"BELL SPRINGS WINERY, LLC",BELL SPRINGS WINERY,3700 BELL SPRINGS RD,DRIPPING SPRINGS,TX,78620,HAYS
TX-W-15192,MICHAEL RAMSEY AND LINDA RAMSEY,TEXAS ROAD WINERY,134 W DALLAS,CANTON,TX,75103,VAN ZANDT
TX-W-15193,"ARCTIC SPIRITS, INC.",,5004 BEE CREEK RD STE. 320,SPICEWOOD,TX,78669,TRAVIS
TX-W-15194,"CRUMP VALLEY VINEYARDS, LLC",,127 CRUMP LN,SULPHUR SPRINGS,TX,75482,HOPKINS
TX-W-15195,"DLP CUSTOM WINERY, LLC",D'VINE WINE OF BURLESON,114 S MAIN,BURLESON,TX,76028,JOHNSON
TX-W-15196,"TRES 10 SOLUTIONS, INC.",WILLIAM CHRIS VINEYARDS,10352 HIGHWAY 290,HYE,TX,78635,BLANCO
TX-W-15197,BENNY & JUDY MOORE,O'FARRELL COUNTRY VINEYARDS,7152 FM 995,ATLANTA,TX,75551,CASS
TX-W-15198,"BUZZBALLZ, LLC",SOUTHERN CHAMPION,2110 & 2114 MCDANIEL DR,CARROLLTON,TX,75006,DALLAS
TX-W-15199,"EDEN HILL, INC.",EDEN HILL,4910 EDEN HILL LN,CELINA,TX,75009,COLLIN
TX-W-15201,"THE VINEYARD AT FLORENCE ENTERPRISES 1, LLC",THE VINEYARD AT FLORENCE,8711 W FM 487,FLORENCE,TX,76527,WILLIAMSON
TX-W-15202,"GRAPE SQUEEZERS INTERNATIONAL, INC.",GRAPE SQUEEZERS,4001 S ROBINSON RD SUITE L,GRAND PRAIRIE,TX,75052,DALLAS
TX-W-15204,"COWTOWN VINO, LLC",COWTOWN WINERY,128 E EXCHANGE AVE UNIT 610,FORT WORTH,TX,76164,TARRANT
TX-W-15205,"TCD ENTERPRISES, LLC",THE CELLAR DOOR,829 S MASON RD STE 280,KATY,TX,77450,HARRIS
TX-W-15207,T AND T WINES LLC,TIFFINI'S WINES,8930 STATE HIGHWAY 121 SUITE 564,MCKINNEY,TX,75070,COLLIN
TX-W-15209,JWB WINE LLC,JWB WINE,424 FM RD 774,REFUGIO,TX,78377,REFUGIO
TX-W-15211,ARGI HOSPITALITY LLC,ARGUS CIDERY,8201 S CONGRESS AVE #2,AUSTIN,TX,78745,TRAVIS
TX-W-15212,"FIESTA VINEYARD AND WINERY, L.L.C.",FIESTA VINEYARD AND WINERY,18727 W FM 580,LOMETA,TX,76853,LAMPASAS
TX-W-15213,"LOS PINOS RANCH VINEYARDS, LLC",LOS PINOS RANCH VINEYARDS,658 COUNTY ROAD 1334,PITTSBURG,TX,75686,CAMP
TX-W-15214,"SALADO CREEK WINERY & VINEYARD, L.L.C.",SALADO CREEK WINERY & VINEYARD,418 N MAIN ST #1,SALADO,TX,76571,BELL
TX-W-15215,"VALLEY MILLS VINEYARDS, LLC",VALLEY MILLS VINEYARDS,1686 FM 1637,VALLEY MILLS,TX,76689,BOSQUE
TX-W-15216,"SWEET TASTE OF PARADISE ENTERPRISES, LLC",SWEET TASTE OF PARADISE WINERY,812 COUNTY ROAD 3592,PARADISE,TX,76073,WISE
TX-W-15217,"THE 501 WINERY, LLC",THE 501 WINERY,204 COMMERCE ST,CHILDRESS,TX,79201,CHILDRESS
TX-W-15220,"L'ITALIANO WINERY, LLC",,5120 HOPPER RD,BURLESON,TX,76028,JOHNSON
TX-W-15223,"WESTCAVE CELLARS, L.L.C.",WESTCAVE CELLARS,683 RANCH ROAD 1320,JOHNSON CITY,TX,78636,BLANCO
TX-W-15224,"KIEPERSOL ENTERPRISES, INC.",KE CELLARS 3,3933 FM 344 E,TYLER,TX,75703,SMITH
TX-W-15225,"KIEPERSOL ENTERPRISES, INC.",KIEPERSOL ESTATES VINEYARDS,21558 A MERLOT LN,TYLER,TX,75703,
TX-W-15226,"KIEPERSOL ENTERPRISES, INC.",KE CELLARS,4574 S BROADWAY AVE,TYLER,TX,75703,SMITH
TX-W-15227,"KIEPERSOL ENTERPRISES, INC.",KE CELLARS 5,13387 HIGHWAY 69 N,TYLER,TX,75706,SMITH
TX-W-15228,MNM BEVERAGE COMPANY LLC,TEXAS MEAD WORKS,5151 FM 20,SEGUIN,TX,78155,GUADALUPE
TX-W-15229,DOUGLAS S. REED,LAVACA BLUFFS VINEYARD AND WINERY,172 PRIVATE RD 4261,LOLITA,TX,77971,JACKSON
TX-W-15231,"MITAS HILL VINEYARD, LLC",MITAS HILL VINEYARD,2100 MITAS HILL,MC KINNEY,TX,75071,COLLIN
TX-W-15232,HAWK'S SHADOW LLC,HAWK'S SHADOW ESTATE,7500 MCGREGOR LN,DRIPPING SPRINGS,TX,78620,HAYS
TX-W-15236,"SUGAR RIDGE WINERY, LLC",SUGAR RIDGE WINERY,353 SUGAR RIDGE RD,ENNIS,TX,75119,ELLIS
TX-W-15237,"CROSSROADS WINERY, LLC",UMBRA WINERY,15222 KING RD #301 & #30,LITTLE ELM,TX,75068,DENTON
TX-W-15238,"RED CABOOSE, LLC",RED CABOOSE CLIFTON,903 S AVE G,CLIFTON,TX,76634,BOSQUE
TX-W-15241,"LEGACY BRANDS, LLC",J ALLEN BLENDS,10011 HARMON RD SUITE 100-,FORT WORTH,TX,76177,TARRANT
TX-W-15244,"PILOT KNOB VINEYARD, LLC",,3125 CR 212,BERTRAM,TX,78605,BURNET
TX-W-15245,"DARCY'S VINEYARD, INC.",DARCY'S VINEYARD,7952 FM 1891,HALLETTSVILLE,TX,77964,LAVACA
TX-W-15246,"JOHNEL, INC.",TWO CORKS AND A BOTTLE,2800 ROUTH ST STE 140 &,DALLAS,TX,75201,DALLAS
TX-W-15247,"DANCING BEE WINERY, L.L.C.",DANCING BEE WINERY,8060 E US 190 SUITE BEE,ROGERS,TX,76569,BELL
TX-W-15248,CITY CENTER BLUE ARMADILLO WINERY LLC,"THE BLUE ARMADILLO WINERY, PRINCETON",322 MAIN ST,PRINCETON,TX,75407,COLLIN
TX-W-15249,"SQUARE CLOUD WINERY, LLC",SQUARE CLOUD WINERY,1023 BLOCK RD,GUNTER,TX,75058,GRAYSON
TX-W-15250,"ALAMOSA WINE CELLARS, INC.",ALAMOSA WINE CELLARS,2204 US HIGHWAY 281 STE D,LAMPASAS,TX,76550,LAMPASAS
TX-W-15251,"KIEPERSOL ENTERPRISES, INC.",KE CELLARS 4,301 N SAN JACINTO,ROCKWALL,TX,75087,ROCKWALL
TX-W-15252,"TOP SHELF INDUSTRIES OPERATING, LTD.",TOP SHELF,907 E SERVICE RD,TULIA,TX,79088,SWISHER
TX-W-15253,"ALEXANDER VINEYARDS, LLC",ALEXANDER VINEYARDS,6360 GOEHMANN LN,FREDERICKSBURG,TX,78624,GILLESPIE
TX-W-15254,"FLY GAP ROOTS, L.L.C.",FLY GAP ROOTS,2851 HICKORY GROVE RD,MASON,TX,76856,MASON
TX-W-15255,"A WINE OF MINE WINERY, INC.",,264 S COMMERCIAL ST,ARANSAS PASS,TX,78336,SAN PATRICIO
TX-W-15256,"ECCO VINO, LLC",,601 N SHEPHERD ST STE # 360,HOUSTON,TX,77007,HARRIS
TX-W-15258,"ONCE UPON A VINE, LLC",ONCE UPON A VINE,1801 BURNETT LN,ROCKWALL,TX,75032,ROCKWALL
TX-W-15259,"HILMY WINES, LLC",HILMY CELLARS,12346 E US HIGHWAY 290,FREDERICKSBURG,TX,78624,GILLESPIE
TX-W-15260,"JABER ESTATE WINERY, LLC",,22283 WESTERN RD,MISSION,TX,78574,HIDALGO
TX-W-15261,"MARKER RANCH AND VINEYARD, LLC",MARKER CELLARS,1484 CR 2585,ALVORD,TX,76225,WISE
TX-W-15264,"MCESBREN, LLC",,10354 E U.S. HIGHWAY 290,FREDERICKSBURG,TX,78624,GILLESPIE
TX-W-15265,"DRIPPING SPRINGS VINEYARD, INC.",SOLARO ESTATE WINERY,330 T. C. JESTER BLVD,HOUSTON,TX,77007,HARRIS
TX-W-15267,BELLA STELLA VINEYARD/FARM LLC,BELLA STELLA WINERY,818 COUNTY ROAD 4440,WINNSBORO,TX,75494,WOOD
TX-W-15268,"BEVCO INTERNATIONAL, LLC",BEVCO INTERNATIONAL,11339 TODD ST,HOUSTON,TX,77055,HARRIS
TX-W-15269,"PELOTA WINES, INC.",LEWIS WINES,3209 W US HWY 290,JOHNSON CITY,TX,78636,BLANCO
TX-W-15270,"AVRIL TAYLOR, LLC",AVRIL TAYLOR,4311 OAK LAWN AVE STE 650,DALLAS,TX,75219,DALLAS
TX-W-15271,"CADILLAC WINES, LLC",CADILLAC WINES,3500 W LOOP 820,FORT WORTH,TX,76116,TARRANT
TX-W-15272,"MAIN STREET WINERY, LLC",MAIN STREET WINERY,204 MAIN ST,SULPHUR SPRINGS,TX,75482,HOPKINS
TX-W-15278,RICKEY GLENN WILKINS,BIG ROCK VINEYARDS,106 PRIVATE ROAD 1381,MORGAN,TX,76671,BOSQUE
TX-W-15279,"MONTE ALTO VINEYARDS, LLC",MONTE ALTO VINEYARDS,23264 FM 1015,MONTE ALTO,TX,78538,HIDALGO
TX-W-15282,JEFFREY CELLARS LLC,JEFFREY CELLARS,5518 STATE HIGHWAY 198,CANTON,TX,75103,VAN ZANDT
TX-W-15283,"HEW FARMS, LLC",HAHNE ESTATES WINERY,104 E PECAN ST,JOHNSON CITY,TX,78636,BLANCO
TX-W-15287,"ESPERANZA WINERY, LLC",,1435 CHERRY CREEK BLVD,SPRING BRANCH,TX,78070,COMAL
TX-W-15288,TF TECHNOLOGIES INC.,TF VINEYARD AND WINERY,162 PRIVATE RD,BOYD,TX,76023,WISE
TX-W-15290,"POTEET COUNTRY WINERY, LLC",POTEET COUNTRY WINERY,400 TANK HOLLOW RD,POTEET,TX,78065,ATASCOSA
TX-W-15291,"ZIN VALLE VINEYARDS, LLC",,7315 CANUTILLO LA UNION RD,CANUTILLO,TX,79835,EL PASO
TX-W-155,"DOBLER WINES, LTD, DOBLER MANAGEMENT, LLC, GP",BAR Z WINERY,19290 FM 1541,CANYON,TX,79015,RANDALL
TX-W-157,THERESA C. HAYES,BLUFF DALE VINEYARDS,5222 COUNTY ROAD 148,BLUFF DALE,TX,76433,ERATH
TX-W-158,MARIA C. RAMOS AND EMILIO RAMOS,SAN MARTINO WINERY & VINEYARDS,12512 HIGHWAY 205,ROCKWALL,TX,75087,ROCKWALL
TX-W-163,"HAUPERT-SILERIO, INC.",SANDSTONE CELLARS WINERY,211 SAN ANTONIO,MASON,TX,76856,MASON
TX-W-166,STEVEN BRADLY HARPER,MAYDELLE COUNTRY WINES,2.5 MILES FROM MAYDELLE POST OFFICE 650,RUSK,TX,75785,CHEROKEE
TX-W-167,"LONE STAR WINE CELLARS, LLC",LONE STAR WINE CELLARS,103 E VIRGINIA ST STE 104,MC KINNEY,TX,75069,COLLIN
TX-W-169,"GUERRA VINEYARD & WINERY, LLC",,2170 COUNTY ROAD 4110,PITTSBURG,TX,75686,CAMP
TX-W-170,CONNIE ANN MAGERS,GRAYSON HILLS WINERY,2815 BALL RD,WHITEWRIGHT,TX,75491,GRAYSON
TX-W-171,"CIRCLE S VINEYARDS, L.L.C.",,9920 HIGHWAY 90A #B-268,SUGAR LAND,TX,77478,FORT BEND
TX-W-172,"BRENNAN VINEYARDS, L.L.C.",BRENNAN VINEYARDS,802 S AUSTIN ST,COMANCHE,TX,76442,COMANCHE
TX-W-20024,"BLUE OSTRICH WINERIES, LLC",,5611 FM 2382,SAINT JO,TX,76265,COOKE COUNTY
TX-W-20043,JUNCTION RIVERS WINERY LLC,,210 N 6TH ST,JUNCTION,TX,76849,KIMBLE
TX-W-20060,J. CRUMPTON ENTERPRISES INC.,,1580 WALD RD STE 2,NEW BRAUNFELS,TX,78130,COMAL
TX-W-20104,"LILY LAKE VINEYARDS, LLC",,302 COUNTY ROAD 433,LORENA,TX,76655,FALLS
TX-W-20112,"RED WAGON WINERY, LLC",,231 VZ CR 2808,MABANK,TX,75147,VAN ZANDT
TX-W-20120,PONTOTOC VINEYARD LLC,PONTOTOC VINEYARD,13044 N WILLIS ST,PONTOTOC,TX,76869,MASON
TX-W-20251,"QUEEN'S MEADE WINERY, INC.",QUEENS WINERY,2400 JOHNSON ST,GREENVILLE,TX,75401,HUNT
TX-W-20252,"MESSINA HOF WINE CELLARS, INC.",,9996 E US HIGHWAY 290,FREDERICKSBURG,TX,78624,GILLESPIE
TX-W-20256,WINE POPS INCORPORATED,SOCIALICE,7840 CANAL ST,HOUSTON,TX,77012,
TX-W-20336,HOLY ARCHANGLES GREEK ORTHODOX MONASTERY,,2191 TWIN SISTERS DR,SPRING BRANCH,TX,78070,UNITED STATES
TX-W-20350,JIMMY ARANDA,DIONISIO WINERY,2110 JEFFERSON ST STE 119,HOUSTON,TX,77003,
TX-W-20374,HEART OF TEXAS WINERY LLC,HEART OF TEXAS WINERY,3337 KENDALL LN,WACO,TX,76705,MCLENNAN
TX-W-20486,"TIVOLI WINES, LLC",TIVOLI WINES,62 MAIN ST STE 110,COLLEYVILLE,TX,76034,
TX-W-20532,FLOYD ELLIS VANDIVER & SUSAN GENE VANDIVER,RED WING DOVE,9112 FM 2005,HAMILTON,TX,76531,HAMILTON
